index,filename,source,lens,chi,x,y,einsteinR,sigma,sigma2,theta,nterms
"00044",image-00044.png,s,p,44,-114,93,41,37,0,0,16
"00045",image-00045.png,s,p,67,114,-108,39,40,0,0,16
"00046",image-00046.png,s,p,53,43,90,46,60,0,0,16
"00047",image-00047.png,s,p,62,-107,60,7,24,0,0,16
"00048",image-00048.png,s,p,69,-27,66,10,42,0,0,16
"00049",image-00049.png,s,p,51,24,20,4,49,0,0,16
"00050",image-00050.png,s,p,63,-102,-24,11,11,0,0,16
"00051",image-00051.png,s,p,34,-116,-74,48,50,0,0,16
"00052",image-00052.png,s,p,70,-5,107,50,44,0,0,16
"00053",image-00053.png,s,p,58,41,31,35,30,0,0,16
"00054",image-00054.png,s,p,66,-52,86,37,63,0,0,16
"00055",image-00055.png,s,p,49,-112,-111,44,52,0,0,16
"00056",image-00056.png,s,p,41,58,97,20,29,0,0,16
"00057",image-00057.png,s,p,50,124,-72,43,19,0,0,16
"00058",image-00058.png,s,p,68,-46,-13,29,39,0,0,16
"00059",image-00059.png,s,p,61,-99,60,41,23,0,0,16
"00060",image-00060.png,s,p,59,-125,-40,5,24,0,0,16
"00061",image-00061.png,s,p,35,8,-36,34,67,0,0,16
"00062",image-00062.png,s,p,40,-91,-101,31,19,0,0,16
"00063",image-00063.png,s,p,53,-9,87,23,37,0,0,16
"00064",image-00064.png,s,p,50,124,-55,16,2,0,0,16
"00065",image-00065.png,s,p,34,-5,111,34,4,0,0,16
"00066",image-00066.png,s,p,52,-3,16,44,18,0,0,16
"00067",image-00067.png,s,p,53,-91,26,32,3,0,0,16
"00068",image-00068.png,s,p,34,-40,115,47,68,0,0,16
"00069",image-00069.png,s,p,61,-31,-81,19,23,0,0,16
"00070",image-00070.png,s,p,50,43,21,28,28,0,0,16
"00071",image-00071.png,s,p,35,104,51,12,56,0,0,16
"00072",image-00072.png,s,p,42,75,-115,17,37,0,0,16
"00073",image-00073.png,s,p,43,116,41,49,49,0,0,16
"00074",image-00074.png,s,p,57,63,-57,13,37,0,0,16
"00075",image-00075.png,s,p,58,120,95,17,27,0,0,16
"00076",image-00076.png,s,p,44,-118,105,7,15,0,0,16
"00077",image-00077.png,s,p,39,67,-30,17,58,0,0,16
"00078",image-00078.png,s,p,52,75,-12,3,58,0,0,16
"00079",image-00079.png,s,p,68,87,75,9,44,0,0,16
"00080",image-00080.png,s,p,40,36,109,28,10,0,0,16
"00081",image-00081.png,s,p,51,-120,-8,28,41,0,0,16
"00082",image-00082.png,s,p,66,-40,77,36,40,0,0,16
"00083",image-00083.png,s,p,60,-38,-70,47,35,0,0,16
"00084",image-00084.png,s,p,49,-1,54,41,70,0,0,16
"00085",image-00085.png,s,p,68,-96,123,12,67,0,0,16
"00086",image-00086.png,s,p,53,-5,-37,17,38,0,0,16
"00087",image-00087.png,s,p,49,41,-102,3,31,0,0,16
"00088",image-00088.png,s,p,65,-40,-116,49,30,0,0,16
"00089",image-00089.png,s,p,63,-22,107,20,36,0,0,16
"00090",image-00090.png,s,p,56,101,40,22,35,0,0,16
"00091",image-00091.png,s,p,64,-5,6,41,64,0,0,16
"00092",image-00092.png,s,p,38,11,-15,6,2,0,0,16
"00093",image-00093.png,s,p,45,-30,-100,50,31,0,0,16
"00094",image-00094.png,s,p,55,30,-96,13,50,0,0,16
"00095",image-00095.png,s,p,38,-78,-10,20,4,0,0,16
"00096",image-00096.png,s,p,44,-56,-38,33,17,0,0,16
"00097",image-00097.png,s,p,39,-65,-115,34,57,0,0,16
"00098",image-00098.png,s,p,42,-75,113,50,46,0,0,16
"00099",image-00099.png,s,p,59,-91,43,29,50,0,0,16
"00100",image-00100.png,s,p,62,-9,122,38,37,0,0,16
"00101",image-00101.png,s,p,41,-96,-79,20,38,0,0,16
"00102",image-00102.png,s,p,56,49,-3,1,34,0,0,16
"00103",image-00103.png,s,p,70,84,111,32,18,0,0,16
"00104",image-00104.png,s,p,32,-106,14,28,17,0,0,16
"00105",image-00105.png,s,p,61,-71,91,20,35,0,0,16
"00106",image-00106.png,s,p,38,53,1,23,68,0,0,16
"00107",image-00107.png,s,p,63,-41,-72,5,30,0,0,16
"00108",image-00108.png,s,p,52,-121,-18,49,38,0,0,16
"00109",image-00109.png,s,p,55,-59,123,47,19,0,0,16
"00110",image-00110.png,s,p,36,93,-5,23,28,0,0,16
"00111",image-00111.png,s,p,64,66,-62,3,60,0,0,16
"00112",image-00112.png,s,p,70,3,2,19,9,0,0,16
"00113",image-00113.png,s,p,49,37,124,8,57,0,0,16
"00114",image-00114.png,s,p,43,112,43,2,32,0,0,16
"00115",image-00115.png,s,p,31,55,125,17,21,0,0,16
"00116",image-00116.png,s,p,52,-40,40,22,50,0,0,16
"00117",image-00117.png,s,p,70,38,95,23,40,0,0,16
"00118",image-00118.png,s,p,52,-106,60,28,67,0,0,16
"00119",image-00119.png,s,p,34,-54,107,14,2,0,0,16
"00120",image-00120.png,s,p,69,11,72,45,43,0,0,16
"00121",image-00121.png,s,p,65,111,44,47,58,0,0,16
"00122",image-00122.png,s,p,34,113,-13,27,34,0,0,16
"00123",image-00123.png,s,p,59,108,-105,14,37,0,0,16
"00124",image-00124.png,s,p,59,-83,-103,16,26,0,0,16
"00125",image-00125.png,s,p,61,43,55,28,9,0,0,16
"00126",image-00126.png,s,p,38,-96,-124,3,6,0,0,16
"00127",image-00127.png,s,p,46,44,63,2,9,0,0,16
"00128",image-00128.png,s,p,45,-12,-7,45,15,0,0,16
"00129",image-00129.png,s,p,64,-43,-72,34,6,0,0,16
"00130",image-00130.png,s,p,58,-98,46,45,5,0,0,16
"00131",image-00131.png,s,p,38,68,-79,39,16,0,0,16
"00132",image-00132.png,s,p,64,94,114,4,3,0,0,16
"00133",image-00133.png,s,p,40,-54,-21,19,1,0,0,16
"00134",image-00134.png,s,p,53,-53,-93,1,38,0,0,16
"00135",image-00135.png,s,p,51,32,-74,29,41,0,0,16
"00136",image-00136.png,s,p,65,-124,-107,31,68,0,0,16
"00137",image-00137.png,s,p,34,-105,94,35,65,0,0,16
"00138",image-00138.png,s,p,30,101,-9,28,27,0,0,16
"00139",image-00139.png,s,p,44,10,85,19,39,0,0,16
"00140",image-00140.png,s,p,54,-69,79,31,38,0,0,16
"00141",image-00141.png,s,p,40,-36,95,42,9,0,0,16
"00142",image-00142.png,s,p,66,-97,-30,5,54,0,0,16
"00143",image-00143.png,s,p,51,-106,79,11,4,0,0,16
"00144",image-00144.png,s,p,55,-58,-18,47,25,0,0,16
"00145",image-00145.png,s,p,54,98,-4,3,60,0,0,16
"00146",image-00146.png,s,p,34,-110,-72,44,64,0,0,16
"00147",image-00147.png,s,p,61,-111,87,31,36,0,0,16
"00148",image-00148.png,s,p,61,-47,-49,38,21,0,0,16
"00149",image-00149.png,s,p,43,37,17,17,8,0,0,16
"00150",image-00150.png,s,p,66,51,-93,30,69,0,0,16
"00151",image-00151.png,s,p,51,-2,2,40,62,0,0,16
"00152",image-00152.png,s,p,33,-23,1,2,68,0,0,16
"00153",image-00153.png,s,p,68,-96,-29,1,9,0,0,16
"00154",image-00154.png,s,p,67,10,77,25,43,0,0,16
"00155",image-00155.png,s,p,51,73,-67,37,15,0,0,16
"00156",image-00156.png,s,p,58,113,-36,20,14,0,0,16
"00157",image-00157.png,s,p,63,-51,96,9,2,0,0,16
"00158",image-00158.png,s,p,66,116,48,39,45,0,0,16
"00159",image-00159.png,s,p,70,104,41,35,4,0,0,16
"00160",image-00160.png,s,p,42,86,-79,12,63,0,0,16
"00161",image-00161.png,s,p,69,-91,31,42,3,0,0,16
"00162",image-00162.png,s,p,38,15,-26,17,69,0,0,16
"00163",image-00163.png,s,p,64,38,3,10,6,0,0,16
"00164",image-00164.png,s,p,37,-78,45,29,51,0,0,16
"00165",image-00165.png,s,p,33,-92,124,28,26,0,0,16
"00166",image-00166.png,s,p,49,-100,41,42,62,0,0,16
"00167",image-00167.png,s,p,31,-4,-6,37,38,0,0,16
"00168",image-00168.png,s,p,66,100,119,29,13,0,0,16
"00169",image-00169.png,s,p,54,-101,-51,13,5,0,0,16
"00170",image-00170.png,s,p,69,57,106,41,54,0,0,16
"00171",image-00171.png,s,p,37,2,4,34,14,0,0,16
"00172",image-00172.png,s,p,30,-63,-60,45,39,0,0,16
"00173",image-00173.png,s,p,60,-44,-102,7,18,0,0,16
"00174",image-00174.png,s,p,56,54,-81,36,35,0,0,16
"00175",image-00175.png,s,p,60,-63,-48,37,16,0,0,16
"00176",image-00176.png,s,p,65,58,28,32,61,0,0,16
"00177",image-00177.png,s,p,48,3,19,15,27,0,0,16
"00178",image-00178.png,s,p,53,33,-106,8,25,0,0,16
"00179",image-00179.png,s,p,38,-91,117,32,56,0,0,16
"00180",image-00180.png,s,p,35,-44,89,49,62,0,0,16
"00181",image-00181.png,s,p,61,-47,95,42,57,0,0,16
"00182",image-00182.png,s,p,44,66,75,3,56,0,0,16
"00183",image-00183.png,s,p,49,-83,95,45,43,0,0,16
"00184",image-00184.png,s,p,42,-108,-1,2,43,0,0,16
"00185",image-00185.png,s,p,32,-88,113,40,69,0,0,16
"00186",image-00186.png,s,p,46,-26,-68,47,25,0,0,16
"00187",image-00187.png,s,p,63,-10,80,3,4,0,0,16
"00188",image-00188.png,s,p,57,-1,-65,3,57,0,0,16
"00189",image-00189.png,s,p,46,-4,37,48,2,0,0,16
"00190",image-00190.png,s,p,49,-88,56,28,24,0,0,16
"00191",image-00191.png,s,p,57,-61,-3,13,23,0,0,16
"00192",image-00192.png,s,p,33,2,87,17,12,0,0,16
"00193",image-00193.png,s,p,64,-48,-5,20,28,0,0,16
"00194",image-00194.png,s,p,63,-95,1,40,19,0,0,16
"00195",image-00195.png,s,p,42,-47,100,21,58,0,0,16
"00196",image-00196.png,s,p,51,-106,7,6,68,0,0,16
"00197",image-00197.png,s,p,46,93,125,19,46,0,0,16
"00198",image-00198.png,s,p,46,94,-94,9,59,0,0,16
"00199",image-00199.png,s,p,61,-100,56,47,50,0,0,16
"00200",image-00200.png,s,p,37,-85,86,7,1,0,0,16
"00201",image-00201.png,s,p,63,28,-120,44,39,0,0,16
"00202",image-00202.png,s,p,45,-85,47,12,57,0,0,16
"00203",image-00203.png,s,p,30,88,32,50,19,0,0,16
"00204",image-00204.png,s,p,39,31,81,3,35,0,0,16
"00205",image-00205.png,s,p,61,63,-86,20,1,0,0,16
"00206",image-00206.png,s,p,35,-32,-80,11,58,0,0,16
"00207",image-00207.png,s,p,52,-52,-26,35,14,0,0,16
"00208",image-00208.png,s,p,42,110,-56,18,42,0,0,16
"00209",image-00209.png,s,p,30,-75,-13,4,20,0,0,16
"00210",image-00210.png,s,p,37,-10,116,5,30,0,0,16
"00211",image-00211.png,s,p,63,86,-125,39,16,0,0,16
"00212",image-00212.png,s,p,48,87,33,1,21,0,0,16
"00213",image-00213.png,s,p,48,-50,16,40,40,0,0,16
"00214",image-00214.png,s,p,70,21,1,5,70,0,0,16
"00215",image-00215.png,s,p,70,28,-30,20,16,0,0,16
"00216",image-00216.png,s,p,55,-36,34,43,9,0,0,16
"00217",image-00217.png,s,p,52,-120,-117,23,35,0,0,16
"00218",image-00218.png,s,p,31,78,-15,28,70,0,0,16
"00219",image-00219.png,s,p,49,-53,21,38,18,0,0,16
"00220",image-00220.png,s,p,35,47,34,24,3,0,0,16
"00221",image-00221.png,s,p,57,-31,-16,39,69,0,0,16
"00222",image-00222.png,s,p,64,100,-49,4,27,0,0,16
"00223",image-00223.png,s,p,48,-122,-29,44,61,0,0,16
"00224",image-00224.png,s,p,60,-108,70,47,28,0,0,16
"00225",image-00225.png,s,p,41,2,-41,29,1,0,0,16
"00226",image-00226.png,s,p,45,-53,43,48,52,0,0,16
"00227",image-00227.png,s,p,37,-48,-30,32,22,0,0,16
"00228",image-00228.png,s,p,44,89,59,1,21,0,0,16
"00229",image-00229.png,s,p,47,-17,16,38,34,0,0,16
"00230",image-00230.png,s,p,39,85,-37,39,7,0,0,16
"00231",image-00231.png,s,p,32,-120,22,35,20,0,0,16
"00232",image-00232.png,s,p,30,21,-78,41,58,0,0,16
"00233",image-00233.png,s,p,51,-21,119,3,7,0,0,16
"00234",image-00234.png,s,p,47,12,-55,14,31,0,0,16
"00235",image-00235.png,s,p,64,68,-125,23,56,0,0,16
"00236",image-00236.png,s,p,60,-50,114,32,24,0,0,16
"00237",image-00237.png,s,p,41,-89,-120,8,26,0,0,16
"00238",image-00238.png,s,p,38,-105,24,37,10,0,0,16
"00239",image-00239.png,s,p,63,-25,53,19,2,0,0,16
"00240",image-00240.png,s,p,42,-100,59,33,25,0,0,16
"00241",image-00241.png,s,p,33,69,-14,43,54,0,0,16
"00242",image-00242.png,s,p,38,-79,19,49,44,0,0,16
"00243",image-00243.png,s,p,41,-65,-94,46,22,0,0,16
"00244",image-00244.png,s,p,54,92,-1,44,39,0,0,16
"00245",image-00245.png,s,p,31,122,44,48,21,0,0,16
"00246",image-00246.png,s,p,40,97,-122,14,68,0,0,16
"00247",image-00247.png,s,p,49,84,-24,31,30,0,0,16
"00248",image-00248.png,s,p,66,118,-64,2,42,0,0,16
"00249",image-00249.png,s,p,70,50,-13,16,49,0,0,16
"00250",image-00250.png,s,p,60,-120,50,48,6,0,0,16
"00251",image-00251.png,s,p,59,-119,-116,37,50,0,0,16
"00252",image-00252.png,s,p,62,21,28,49,16,0,0,16
"00253",image-00253.png,s,p,58,102,82,34,63,0,0,16
"00254",image-00254.png,s,p,33,-79,105,48,12,0,0,16
"00255",image-00255.png,s,p,47,-106,-35,26,22,0,0,16
"00256",image-00256.png,s,p,63,49,-63,26,68,0,0,16
"00257",image-00257.png,s,p,31,40,-31,5,64,0,0,16
"00258",image-00258.png,s,p,33,-107,31,5,50,0,0,16
"00259",image-00259.png,s,p,40,-65,-5,2,10,0,0,16
"00260",image-00260.png,s,p,43,20,35,25,11,0,0,16
"00261",image-00261.png,s,p,59,-112,19,5,68,0,0,16
"00262",image-00262.png,s,p,48,48,-89,13,45,0,0,16
"00263",image-00263.png,s,p,62,78,-123,1,3,0,0,16
"00264",image-00264.png,s,p,52,81,-34,11,58,0,0,16
"00265",image-00265.png,s,p,56,106,-106,18,23,0,0,16
"00266",image-00266.png,s,p,53,1,-40,3,12,0,0,16
"00267",image-00267.png,s,p,42,-58,-109,38,62,0,0,16
"00268",image-00268.png,s,p,42,12,-15,27,11,0,0,16
"00269",image-00269.png,s,p,59,-70,26,24,24,0,0,16
"00270",image-00270.png,s,p,51,90,-71,30,45,0,0,16
"00271",image-00271.png,s,p,51,-118,-101,23,57,0,0,16
"00272",image-00272.png,s,p,50,-60,-107,30,8,0,0,16
"00273",image-00273.png,s,p,56,33,-47,3,29,0,0,16
"00274",image-00274.png,s,p,69,-36,-55,30,39,0,0,16
"00275",image-00275.png,s,p,42,-95,-107,9,35,0,0,16
"00276",image-00276.png,s,p,57,-73,-1,35,61,0,0,16
"00277",image-00277.png,s,p,60,42,44,19,49,0,0,16
"00278",image-00278.png,s,p,63,70,94,23,57,0,0,16
"00279",image-00279.png,s,p,65,41,-50,36,35,0,0,16
"00280",image-00280.png,s,p,59,89,-67,21,42,0,0,16
"00281",image-00281.png,s,p,33,72,31,33,10,0,0,16
"00282",image-00282.png,s,p,66,2,55,6,53,0,0,16
"00283",image-00283.png,s,p,30,38,-99,18,9,0,0,16
"00284",image-00284.png,s,p,60,-90,-93,32,70,0,0,16
"00285",image-00285.png,s,p,68,78,-3,43,30,0,0,16
"00286",image-00286.png,s,p,36,21,-105,50,66,0,0,16
"00287",image-00287.png,s,p,58,74,15,47,54,0,0,16
"00288",image-00288.png,s,p,68,-90,-57,10,63,0,0,16
"00289",image-00289.png,s,p,32,-19,-125,17,21,0,0,16
"00290",image-00290.png,s,p,51,-68,-20,13,21,0,0,16
"00291",image-00291.png,s,p,58,-17,59,5,1,0,0,16
"00292",image-00292.png,s,p,45,40,-124,35,22,0,0,16
"00293",image-00293.png,s,p,57,-100,-57,43,4,0,0,16
"00294",image-00294.png,s,p,32,-124,18,7,28,0,0,16
"00295",image-00295.png,s,p,55,-45,-5,40,43,0,0,16
"00296",image-00296.png,s,p,62,-66,119,22,17,0,0,16
"00297",image-00297.png,s,p,31,1,4,47,59,0,0,16
"00298",image-00298.png,s,p,34,5,27,44,52,0,0,16
"00299",image-00299.png,s,p,60,-17,-20,28,44,0,0,16
"00300",image-00300.png,s,p,62,-18,46,38,45,0,0,16
"00301",image-00301.png,s,p,36,-102,9,41,56,0,0,16
"00302",image-00302.png,s,p,65,60,-15,11,32,0,0,16
"00303",image-00303.png,s,p,63,-2,78,40,53,0,0,16
"00304",image-00304.png,s,p,39,-28,-73,30,52,0,0,16
"00305",image-00305.png,s,p,46,31,27,23,65,0,0,16
"00306",image-00306.png,s,p,47,68,83,5,9,0,0,16
"00307",image-00307.png,s,p,59,-112,112,37,40,0,0,16
"00308",image-00308.png,s,p,59,32,31,43,20,0,0,16
"00309",image-00309.png,s,p,31,94,63,1,2,0,0,16
"00310",image-00310.png,s,p,56,103,39,8,41,0,0,16
"00311",image-00311.png,s,p,63,-90,72,30,3,0,0,16
"00312",image-00312.png,s,p,70,-97,-104,46,26,0,0,16
"00313",image-00313.png,s,p,51,-10,-69,9,49,0,0,16
"00314",image-00314.png,s,p,62,87,-73,32,57,0,0,16
"00315",image-00315.png,s,p,51,18,-2,36,8,0,0,16
"00316",image-00316.png,s,p,41,-23,37,24,48,0,0,16
"00317",image-00317.png,s,p,64,27,100,10,58,0,0,16
"00318",image-00318.png,s,p,63,60,-21,49,54,0,0,16
"00319",image-00319.png,s,p,56,-27,11,35,28,0,0,16
"00320",image-00320.png,s,p,65,11,-19,37,11,0,0,16
"00321",image-00321.png,s,p,50,54,105,1,36,0,0,16
"00322",image-00322.png,s,p,45,101,-94,15,45,0,0,16
"00323",image-00323.png,s,p,58,-79,6,46,45,0,0,16
"00324",image-00324.png,s,p,42,59,-7,34,62,0,0,16
"00325",image-00325.png,s,p,47,-78,90,27,42,0,0,16
"00326",image-00326.png,s,p,70,38,-4,39,5,0,0,16
"00327",image-00327.png,s,p,37,-21,-52,30,20,0,0,16
"00328",image-00328.png,s,p,37,55,87,38,40,0,0,16
"00329",image-00329.png,s,p,67,36,116,1,26,0,0,16
"00330",image-00330.png,s,p,30,23,-60,33,53,0,0,16
"00331",image-00331.png,s,p,60,11,100,11,68,0,0,16
"00332",image-00332.png,s,p,38,-119,112,46,59,0,0,16
"00333",image-00333.png,s,p,55,34,-72,41,58,0,0,16
"00334",image-00334.png,s,p,56,-117,39,1,29,0,0,16
"00335",image-00335.png,s,p,69,113,59,7,24,0,0,16
"00336",image-00336.png,s,p,34,-50,-42,23,22,0,0,16
"00337",image-00337.png,s,p,35,62,39,34,29,0,0,16
"00338",image-00338.png,s,p,41,-2,65,48,37,0,0,16
"00339",image-00339.png,s,p,56,90,-86,1,46,0,0,16
"00340",image-00340.png,s,p,37,-94,12,44,20,0,0,16
"00341",image-00341.png,s,p,68,32,69,27,19,0,0,16
"00342",image-00342.png,s,p,41,107,-125,25,11,0,0,16
"00343",image-00343.png,s,p,65,-26,0,16,57,0,0,16
"00344",image-00344.png,s,p,44,-111,33,37,54,0,0,16
"00345",image-00345.png,s,p,33,-13,14,30,33,0,0,16
"00346",image-00346.png,s,p,70,-15,97,34,3,0,0,16
"00347",image-00347.png,s,p,57,-35,24,35,69,0,0,16
"00348",image-00348.png,s,p,58,-98,-40,47,29,0,0,16
"00349",image-00349.png,s,p,49,-5,83,49,26,0,0,16
"00350",image-00350.png,s,p,67,75,-123,37,23,0,0,16
"00351",image-00351.png,s,p,60,-123,119,19,48,0,0,16
"00352",image-00352.png,s,p,40,116,21,36,13,0,0,16
"00353",image-00353.png,s,p,58,97,-78,29,3,0,0,16
"00354",image-00354.png,s,p,70,-25,-51,10,7,0,0,16
"00355",image-00355.png,s,p,66,-45,116,7,62,0,0,16
"00356",image-00356.png,s,p,69,-2,112,41,60,0,0,16
"00357",image-00357.png,s,p,53,116,32,27,37,0,0,16
"00358",image-00358.png,s,p,59,9,39,22,65,0,0,16
"00359",image-00359.png,s,p,48,-21,47,24,22,0,0,16
"00360",image-00360.png,s,p,35,14,118,10,8,0,0,16
"00361",image-00361.png,s,p,30,-85,-32,10,14,0,0,16
"00362",image-00362.png,s,p,64,68,-87,46,5,0,0,16
"00363",image-00363.png,s,p,37,3,-37,50,61,0,0,16
"00364",image-00364.png,s,p,62,-31,-119,29,12,0,0,16
"00365",image-00365.png,s,p,53,-74,-119,30,41,0,0,16
"00366",image-00366.png,s,p,57,109,4,35,56,0,0,16
"00367",image-00367.png,s,p,61,72,-47,2,56,0,0,16
"00368",image-00368.png,s,p,32,114,-40,42,33,0,0,16
"00369",image-00369.png,s,p,38,-47,27,25,8,0,0,16
"00370",image-00370.png,s,p,55,89,-20,6,25,0,0,16
"00371",image-00371.png,s,p,69,-118,31,18,57,0,0,16
"00372",image-00372.png,s,p,55,-41,-15,3,39,0,0,16
"00373",image-00373.png,s,p,57,65,93,47,20,0,0,16
"00374",image-00374.png,s,p,55,-83,104,32,70,0,0,16
"00375",image-00375.png,s,p,42,52,-15,6,19,0,0,16
"00376",image-00376.png,s,p,49,106,77,29,36,0,0,16
"00377",image-00377.png,s,p,33,-31,43,27,41,0,0,16
"00378",image-00378.png,s,p,46,37,-90,45,51,0,0,16
"00379",image-00379.png,s,p,32,77,102,26,53,0,0,16
"00380",image-00380.png,s,p,50,87,103,48,26,0,0,16
"00381",image-00381.png,s,p,33,75,81,38,36,0,0,16
"00382",image-00382.png,s,p,54,-65,21,16,64,0,0,16
"00383",image-00383.png,s,p,33,-75,123,19,67,0,0,16
"00384",image-00384.png,s,p,67,70,43,8,18,0,0,16
"00385",image-00385.png,s,p,36,27,71,12,56,0,0,16
"00386",image-00386.png,s,p,70,87,-120,40,53,0,0,16
"00387",image-00387.png,s,p,30,-56,56,45,59,0,0,16
"00388",image-00388.png,s,p,62,49,71,22,29,0,0,16
"00389",image-00389.png,s,p,44,69,6,24,68,0,0,16
"00390",image-00390.png,s,p,49,-63,48,31,19,0,0,16
"00391",image-00391.png,s,p,55,-54,-86,18,13,0,0,16
"00392",image-00392.png,s,p,34,82,86,26,41,0,0,16
"00393",image-00393.png,s,p,55,37,-20,44,12,0,0,16
"00394",image-00394.png,s,p,58,-91,-15,40,59,0,0,16
"00395",image-00395.png,s,p,62,-118,-9,31,57,0,0,16
"00396",image-00396.png,s,p,54,12,-17,36,54,0,0,16
"00397",image-00397.png,s,p,37,8,-60,27,55,0,0,16
"00398",image-00398.png,s,p,39,100,121,38,29,0,0,16
"00399",image-00399.png,s,p,62,-57,-89,39,38,0,0,16
"00400",image-00400.png,s,p,47,-42,-120,6,41,0,0,16
"00401",image-00401.png,s,p,55,-107,91,12,19,0,0,16
"00402",image-00402.png,s,p,50,16,14,25,8,0,0,16
"00403",image-00403.png,s,p,41,71,9,6,33,0,0,16
"00404",image-00404.png,s,p,49,58,-66,9,21,0,0,16
"00405",image-00405.png,s,p,70,106,83,40,42,0,0,16
"00406",image-00406.png,s,p,59,17,-86,45,52,0,0,16
"00407",image-00407.png,s,p,41,79,-97,35,50,0,0,16
"00408",image-00408.png,s,p,36,-74,-118,40,8,0,0,16
"00409",image-00409.png,s,p,39,27,-92,27,62,0,0,16
"00410",image-00410.png,s,p,30,106,76,42,37,0,0,16
"00411",image-00411.png,s,p,50,-35,-76,7,21,0,0,16
"00412",image-00412.png,s,p,40,25,5,6,43,0,0,16
"00413",image-00413.png,s,p,54,-69,-120,27,27,0,0,16
"00414",image-00414.png,s,p,42,0,-35,3,19,0,0,16
"00415",image-00415.png,s,p,48,-101,98,6,15,0,0,16
"00416",image-00416.png,s,p,55,38,21,5,20,0,0,16
"00417",image-00417.png,s,p,51,-60,-50,12,31,0,0,16
"00418",image-00418.png,s,p,34,108,-86,22,15,0,0,16
"00419",image-00419.png,s,p,52,111,92,8,24,0,0,16
"00420",image-00420.png,s,p,31,116,42,17,37,0,0,16
"00421",image-00421.png,s,p,60,29,58,10,25,0,0,16
"00422",image-00422.png,s,p,37,-48,-67,29,50,0,0,16
"00423",image-00423.png,s,p,68,107,-103,7,3,0,0,16
"00424",image-00424.png,s,p,30,119,106,43,5,0,0,16
"00425",image-00425.png,s,p,31,49,-116,20,5,0,0,16
"00426",image-00426.png,s,p,69,78,24,1,16,0,0,16
"00427",image-00427.png,s,p,69,24,30,16,25,0,0,16
"00428",image-00428.png,s,p,37,104,58,50,51,0,0,16
"00429",image-00429.png,s,p,45,-55,-93,7,17,0,0,16
"00430",image-00430.png,s,p,58,-113,-68,2,34,0,0,16
"00431",image-00431.png,s,p,52,18,40,45,18,0,0,16
"00432",image-00432.png,s,p,66,43,113,46,24,0,0,16
"00433",image-00433.png,s,p,51,-85,75,40,66,0,0,16
"00434",image-00434.png,s,p,54,73,-25,38,37,0,0,16
"00435",image-00435.png,s,p,37,-108,-44,3,11,0,0,16
